"","CON02_T2","CON05_T2","CON06_T2","CON07_T2","CON08_T2","CON09_T2","CON10_T2","CON11_T2","CON12_T2","CON13_T2","CON14_T2","CON17_T2","CON18_T2","CON19_T2","CON20_T2","CON21_T2","CON22_T2"
"LINC01840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01841",11,9,12,8,17,11,5,13,2,9,19,19,27,33,18,13,9
"LINC01842",1,0,0,6,0,1,1,0,0,0,0,0,0,3,0,0,0
"LINC01843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01848",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LINC01849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01852",0,0,1,0,2,0,4,2,0,1,0,2,2,2,0,0,0
"LINC01853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01857",34,68,55,32,40,12,10,24,8,34,14,53,48,47,34,45,19
"LINC01858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01865",0,1,0,1,1,0,0,5,0,0,5,1,0,0,0,1,0
"LINC01866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01870",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LINC01871",49,16,38,34,81,52,14,29,10,20,24,86,159,116,40,91,28
"LINC01872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01876",8,0,5,1,8,1,2,0,1,3,0,1,0,12,0,0,0
"LINC01877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01881",40,31,21,11,55,33,36,21,6,11,38,73,50,56,28,31,8
"LINC01882",32,11,6,13,8,11,10,8,3,6,8,29,46,17,10,8,5
"LINC01883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01887",5,11,10,4,12,10,8,20,3,6,7,5,3,6,3,7,0
"LINC01888",7,4,7,6,7,9,2,8,3,7,6,4,7,11,7,9,1
"LINC01890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01891",43,29,29,25,75,82,58,20,7,14,23,115,93,49,26,32,18
"LINC01892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01893",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LINC01894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01901",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LINC01903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01907",8,5,1,4,1,2,0,4,0,1,4,8,5,2,4,3,0
"LINC01908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01909",1,0,6,0,0,1,3,1,0,1,0,2,1,0,0,0,0
"LINC01910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01914",0,1,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0
"LINC01915",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01918",8,3,6,0,3,0,4,5,0,1,1,9,3,2,4,7,0
"LINC01919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01923",3,1,0,2,0,0,1,0,0,0,3,2,0,0,2,2,0
"LINC01924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01933",3,3,3,5,5,1,10,0,0,0,6,6,2,2,6,2,1
"LINC01934",23,26,33,17,79,23,28,11,5,6,20,50,55,39,32,47,19
"LINC01935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01936",5,1,1,0,0,0,8,1,0,3,1,3,1,2,2,1,0
"LINC01937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01939",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01943",11,11,7,14,12,3,4,4,0,0,11,10,14,8,6,12,4
"LINC01944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01948",5,15,7,6,18,15,11,15,2,6,10,15,8,9,11,13,6
"LINC01950",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01954",0,0,30,19,0,2,0,1,0,0,0,0,0,0,0,0,22
"LINC01955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01960",1,4,8,4,2,3,0,2,0,3,1,7,2,3,10,3,1
"LINC01961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01962",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01963",265,195,206,240,295,246,312,155,63,154,211,321,270,232,164,279,104
"LINC01964",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LINC01965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01968",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"LINC01970",3,6,1,1,6,12,5,3,1,3,0,4,5,2,2,2,1
"LINC01971",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01973",3,3,1,0,2,2,3,1,2,1,4,4,6,3,0,2,1
"LINC01975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01976",3,0,0,2,6,1,2,0,0,1,0,1,0,0,0,0,0
"LINC01977",0,1,1,0,3,3,0,0,0,0,2,8,0,0,1,0,1
"LINC01978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
"LINC01980",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"LINC01981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01985",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"LINC01986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01990",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"LINC01991",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01992",0,3,3,1,5,2,0,0,0,0,3,2,0,2,0,0,3
"LINC01993",0,0,0,0,1,0,0,0,1,2,0,0,2,0,11,0,2
"LINC01994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02006",0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"LINC02008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02012",16,4,12,11,16,5,19,11,4,13,5,11,21,15,13,9,7
"LINC02013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02014",5,2,0,3,3,2,2,2,0,3,0,2,0,5,5,6,3
"LINC02015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02018",40,12,6,10,34,5,13,15,11,6,31,14,20,20,27,25,3
"LINC02019",113,74,55,30,77,101,69,74,9,79,100,100,120,104,111,56,43
"LINC02020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02021",20,9,8,10,57,8,27,13,13,10,9,19,28,18,20,3,10
"LINC02022",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02026",0,1,1,0,3,0,1,3,0,1,3,2,0,0,0,3,0
"LINC02027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02028",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
"LINC02029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC02030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02033",18,9,14,11,20,23,18,15,12,8,20,23,23,12,21,28,5
"LINC02034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02035",479,445,373,459,768,403,584,412,120,380,646,712,612,626,527,562,284
"LINC02037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02042",3,3,3,1,4,4,15,0,0,6,2,9,10,1,10,0,2
"LINC02043",3,3,3,0,2,5,2,0,0,1,1,0,1,5,0,1,0
"LINC02044",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LINC02045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02050",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LINC02051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02055",1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,4,2
"LINC02057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02067",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"LINC02068",0,1,1,0,2,1,0,0,0,1,2,17,7,1,2,1,1
"LINC02069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02073",78,0,3,1,11,2,18,10,0,8,50,73,98,1,5,6,0
"LINC02074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02076",3,4,2,3,6,5,1,0,0,1,4,1,1,1,2,1,4
"LINC02077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02080",3,16,9,8,3,0,0,0,0,0,2,4,2,1,0,9,2
"LINC02082",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"LINC02084",160,116,222,115,141,116,76,64,22,61,50,226,254,112,66,235,77
"LINC02086",9,3,1,1,0,0,0,8,4,0,2,6,9,15,1,14,2
"LINC02087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02088",13,12,8,27,0,0,0,2,0,1,20,14,24,8,1,15,0
"LINC02089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02090",1,1,1,0,2,0,0,2,0,0,1,2,0,1,1,1,0
"LINC02091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02094",2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
"LINC02096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02099",0,1,3,2,3,0,0,0,0,2,0,1,7,0,1,0,0
"LINC02100",2,5,3,7,12,8,6,3,4,1,5,12,5,11,4,8,1
"LINC02101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02102",4,4,3,1,7,6,7,0,1,2,6,5,2,3,0,2,1
"LINC02103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02104",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LINC02105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02128",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"LINC02129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02132",62,25,32,53,48,48,13,13,14,27,34,61,64,69,32,34,18
"LINC02133",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02136",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
"LINC02137",0,0,0,3,0,4,1,0,0,0,0,3,2,0,0,4,1
"LINC02138",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"LINC02139",3,1,3,1,11,1,6,7,1,3,2,6,10,0,2,8,7
"LINC02140",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"LINC02141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02145",5,8,8,11,3,7,19,4,1,4,4,17,29,12,16,5,4
"LINC02146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02147",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC02148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02150",1,1,0,0,0,1,0,2,0,2,1,0,1,0,0,0,0
"LINC02151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02160",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02161",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC02162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02166",7,3,4,5,0,5,0,1,0,1,3,9,3,9,3,9,4
"LINC02167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02168",2,1,0,1,0,1,0,1,0,4,0,0,1,0,0,1,0
"LINC02169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02175",9,2,5,5,18,4,4,8,2,7,7,24,16,7,8,4,2
"LINC02176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02177",0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"LINC02178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02179",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"LINC02180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02182",0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
"LINC02184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02185",1,1,3,6,5,1,5,5,1,5,11,2,3,1,2,0,3
"LINC02186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02194",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LINC02195",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC02196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02200",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LINC02201",2,1,0,0,0,1,0,3,0,4,0,0,0,0,0,1,3
"LINC02202",11,13,5,7,14,10,11,5,8,8,14,9,13,17,10,10,8
"LINC02203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02204",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02207",13,26,17,46,26,16,15,33,14,77,16,15,16,32,26,41,9
"LINC02208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02210",362,323,268,251,617,305,243,136,44,126,252,465,454,315,230,246,124
"LINC02210-CRHR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02211",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"LINC02212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02217",2,1,0,0,2,1,0,2,0,1,1,0,1,0,0,2,1
