"","CON02_T1","CON05_T1","CON06_T1","CON07_T1","CON08_T1","CON09_T1","CON10_T1","CON11_T1","CON12_T1","CON13_T1","CON14_T1","CON17_T1","CON18_T1","CON19_T1","CON20_T1","CON21_T1","CON22_T1"
"RNU6-1251P",0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0
"RNU6-1252P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1254P",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RNU6-1255P",0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0
"RNU6-1256P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1257P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1258P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-125P",1,4,0,5,1,1,1,0,1,0,4,0,1,3,0,0,1
"RNU6-1260P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1261P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1262P",1,0,1,0,0,4,0,0,0,0,1,0,3,2,0,0,0
"RNU6-1263P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1264P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1265P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1266P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1267P",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"RNU6-1268P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1269P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-126P",0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0
"RNU6-1270P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1271P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1272P",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RNU6-1273P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1274P",0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0
"RNU6-1275P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1276P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1277P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1278P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1279P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-127P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1280P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1281P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1282P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1283P",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"RNU6-1284P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1285P",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"RNU6-1286P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1287P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1288P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1289P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-128P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1290P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1291P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1292P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1293P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1294P",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"RNU6-1296P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1297P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1298P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1299P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-129P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1300P",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"RNU6-1301P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1303P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1304P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1305P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1306P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1307P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1308P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1309P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-130P",1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"RNU6-1310P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1311P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1312P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1313P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1314P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1315P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1316P",1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0
"RNU6-1317P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1318P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1319P",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RNU6-131P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1320P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1321P",0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0
"RNU6-1322P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1323P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1324P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1325P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1326P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1327P",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RNU6-1328P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1329P",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-132P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1330P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1331P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1332P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1333P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1334P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1335P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1336P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1337P",0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
"RNU6-1338P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1339P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-133P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-1340P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-135P",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-136P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-137P",0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1
"RNU6-138P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-139P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-13P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-140P",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RNU6-141P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-142P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-143P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-144P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-145P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-146P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-147P",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RNU6-148P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-14P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-150P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-151P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-152P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-153P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-154P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-155P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-156P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-157P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-158P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-159P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-15P",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RNU6-160P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-161P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-162P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-163P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-164P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-165P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-166P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-167P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-168P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-169P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-16P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-170P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-171P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-172P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-173P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-174P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-175P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-176P",1,3,10,6,0,7,4,10,2,4,1,1,0,9,6,6,0
"RNU6-177P",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"RNU6-178P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-179P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-17P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-180P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-181P",1,3,4,1,1,6,2,1,0,1,1,5,2,4,0,0,0
"RNU6-182P",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RNU6-183P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-184P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-185P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-187P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-188P",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
"RNU6-189P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-18P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-190P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-191P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-192P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-193P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-194P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-195P",0,3,0,3,6,0,0,0,0,0,0,2,1,2,0,1,2
"RNU6-196P",1,0,0,0,0,3,1,0,0,1,3,1,1,10,0,0,0
"RNU6-197P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-198P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-199P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-19P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-2",3,3,0,0,5,3,1,0,1,0,1,3,2,0,2,2,6
"RNU6-200P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-201P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-202P",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"RNU6-203P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-204P",4,1,3,3,1,5,0,0,1,7,0,2,4,2,2,1,3
"RNU6-205P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-206P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-207P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-208P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-209P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-20P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-210P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-211P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-212P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-213P",0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1
"RNU6-214P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-215P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-216P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-217P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-218P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-219P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-21P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-220P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-221P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-222P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-223P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-224P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-225P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-226P",2,2,2,1,0,4,2,1,3,0,6,4,6,4,4,4,0
"RNU6-227P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-228P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-229P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-22P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-230P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-231P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-232P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-233P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-234P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-235P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-236P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-237P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-238P",0,0,1,1,0,0,1,0,2,2,3,0,0,0,1,0,1
"RNU6-239P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-23P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-240P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-241P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-242P",3,4,6,4,4,5,4,5,0,2,1,1,2,17,0,1,0
"RNU6-243P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-244P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-245P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-246P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-247P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-248P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-249P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-24P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-250P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-251P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-252P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-253P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-254P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-255P",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RNU6-256P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-257P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-258P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-259P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-25P",0,0,1,1,4,0,1,0,1,0,0,0,4,0,2,1,3
"RNU6-260P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-261P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-262P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-263P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-264P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-266P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-267P",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RNU6-268P",0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0
"RNU6-269P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-26P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-270P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-271P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-272P",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-273P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-274P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-275P",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-276P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-277P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-278P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-279P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-27P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-280P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-281P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-282P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-283P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-284P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-285P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-286P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-287P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-288P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-289P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-28P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-290P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-291P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-293P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RNU6-294P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-295P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-296P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-297P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-298P",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"RNU6-299P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-29P",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-300P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-301P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-302P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-303P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-304P",0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,3,0
"RNU6-306P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-307P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RNU6-308P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-309P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-30P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-310P",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-311P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-312P",1,9,6,2,6,10,3,1,0,1,4,1,3,11,1,0,0
"RNU6-313P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RNU6-314P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-315P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-316P",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"RNU6-317P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-318P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-319P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-31P",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"RNU6-320P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-321P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-322P",3,14,1,10,9,65,13,3,2,1,7,21,39,34,13,4,2
"RNU6-323P",0,1,0,0,1,8,4,1,0,0,1,3,1,1,1,0,2
"RNU6-324P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-325P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-326P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-327P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-328P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-329P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-32P",0,0,1,1,0,1,2,0,1,0,0,1,1,2,2,0,3
"RNU6-330P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-331P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-332P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-333P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-334P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-335P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-336P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-337P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-338P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-339P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-33P",3,2,6,7,4,4,5,2,3,0,6,0,5,9,5,3,0
"RNU6-340P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-341P",1,1,4,1,1,2,0,1,0,0,3,1,6,2,0,0,0
