Gene	GSM3288224_Sample_01-TI_Fe73	GSM3288229_Sample_03-TITD_Fe46	GSM3288232_Sample_04-TITD_Fe50	GSM3288235_Sample_05-TITD_Fe80	GSM3288238_Sample_06-TITD_Fe28	GSM3288241_Sample_07-TI_Fe77	GSM3288246_Sample_09-TITD_tripletC	GSM3288249_Sample_10-TI_tripletH	GSM3288252_Sample_11-TITD_tripletQ	GSM3288255_Sample_12-TITD_tripletW	GSM3288256_Sample_12-TITD_exTM_tripletW	GSM3288258_Sample_13-TITD_tripletS	GSM3288261_Sample_14-TI_tripletA	GSM3288264_Sample_15-TITD_tripletG	GSM3288268_Sample_16-TITD_tripletJ	GSM3288276_Sample_18-TI_tripletT
SRSF2	1476	7544	4727	11488	6321	4522	1705	727	5915	1976	6077	6912	4956	10324	7607	5940
SRSF3	3398	6529	4610	9786	5935	4052	5093	2617	11098	2995	5912	14241	6621	10551	10311	8078
SRSF4	768	2201	1402	4488	1933	1651	860	359	2489	1037	3134	2437	2250	3743	2526	2862
SRSF5	3060	4672	3775	5824	4781	4642	962	614	3458	2806	4406	5396	3286	6101	4439	4053
SRSF6	3887	3837	2741	4420	3455	2601	1798	870	5062	1301	2848	6289	3420	4645	4732	3622
SRSF7	640	3312	2665	5073	3273	2586	1036	542	3724	935	2429	4220	3145	4924	4380	3145
SRSF8	330	817	671	1512	839	730	311	548	734	2007	2062	1343	600	1098	1365	1719
SRSF9	74	1537	1067	1325	1258	1237	165	44	575	242	520	1449	730	757	767	630
SRXN1	861	1369	1131	1517	1346	1160	593	318	1826	1879	3809	1944	2256	4137	3229	4088
SRY	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3
SS18	743	887	534	913	724	572	270	178	634	193	549	1353	462	1051	696	566
SS18L1	297	277	156	389	222	266	55	34	183	110	285	271	167	428	225	222
SS18L2	1466	568	467	1150	637	706	524	479	1444	425	766	1749	776	1085	1186	850
SSB	569	2140	1496	3870	1638	1448	463	183	1499	934	1331	1854	1404	1932	1817	1585
SSBP1	499	345	301	705	389	441	248	131	512	130	181	685	311	464	459	262
SSBP2	88	168	152	232	264	174	54	45	237	151	512	141	268	600	388	401
SSBP3	1500	1031	1052	2339	1402	1224	1470	1255	4567	1927	5175	4285	3165	5045	4183	4428
SSBP3-AS1	248	90	54	70	57	65	3	1	12	11	43	44	13	29	10	14
SSBP4	1458	1370	1049	1841	1237	1479	708	685	1579	514	761	3004	1286	1698	1023	1417
SSC4D	13	6	7	7	15	10	4	4	1	1	6	12	2	3	2	3
SSC5D	89	23	17	22	53	11	5	0	4	0	2	67	7	13	5	3
SSFA2	40	422	226	333	384	143	30	18	52	49	187	271	116	223	200	131
SSH1	271	235	109	201	189	327	26	19	63	25	58	367	81	95	56	45
SSH2	299	182	126	211	221	439	57	31	119	45	128	818	92	272	118	143
SSH3	435	287	223	291	280	529	14	3	34	15	44	256	68	117	39	36
SSMEM1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SSNA1	1278	1285	1089	2068	1375	2118	2627	2289	4816	2098	2035	6173	3195	4658	3688	3092
SSPN	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0
SSPO	26	0	0	0	3	8	0	0	0	0	1	29	0	4	0	1
SSR1	1261	2050	1144	1742	1424	1319	417	280	857	281	709	3018	752	1442	1040	695
SSR2	5235	3031	2409	2214	2805	5031	1353	1173	2580	960	1440	11321	1644	3445	2200	1526
SSR3	2720	2030	1442	1534	1800	1633	760	470	1772	431	1112	4890	1051	2013	1692	1255
SSR4	7708	1975	1606	2796	1987	4621	2391	2107	4136	1199	1294	13479	2493	3424	3023	2204
SSR4P1	16	27	18	33	32	35	10	25	51	17	11	39	27	51	39	14
SSRP1	3884	6066	4343	5539	5344	3981	3419	2388	8549	1739	4906	8714	6597	10304	6933	5869
SSSCA1	1347	578	491	1156	665	738	1850	1434	3059	1207	761	3270	1411	1409	1964	1270
SSSCA1-AS1	10	10	7	6	5	29	10	4	20	69	20	35	9	25	26	28
SST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR2	16	13	5	16	22	28	4	12	19	12	10	46	13	7	6	4
SSTR3	0	0	1	0	0	1	0	4	0	0	1	0	0	0	1	0
SSTR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR5-AS1	19	2	1	4	1	0	0	3	2	0	0	5	2	0	3	1
SSU72	4117	1858	1282	2098	1703	2384	919	521	1575	853	917	5544	1415	1816	1594	1149
SSUH2	0	0	0	1	0	1	1	3	1	0	1	2	1	3	0	2
SSX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX2IP	640	1117	850	1967	1188	640	635	456	1975	1006	2373	1470	1395	3010	2429	2199
SSX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
SSX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST13	766	1893	1642	2195	2142	2023	772	497	1852	2238	2102	3405	1529	3472	2664	2194
ST13P4	1	0	0	0	1	0	2	0	1	3	0	2	0	1	1	0
ST14	262	25	24	14	95	340	121	86	25	33	74	744	130	222	198	55
ST18	38	1	0	3	1	4	0	0	0	0	1	1	0	0	0	0
ST20	109	28	17	16	21	72	5	6	16	4	7	216	11	28	15	6
ST20-AS1	12	38	17	14	18	38	7	14	13	9	6	31	8	12	16	5
ST20-MTHFS	12	0	0	0	0	0	0	2	0	0	0	3	0	1	2	1
ST3GAL1	834	1057	717	819	692	969	95	148	256	291	677	632	261	528	526	315
ST3GAL2	1466	1218	1069	1814	1150	1560	659	478	1782	1734	3066	1636	1207	2442	1586	1894
ST3GAL3	978	238	180	168	247	374	281	438	608	120	309	820	332	827	386	260
ST3GAL4	367	104	56	115	105	860	38	33	40	61	119	1691	114	261	116	122
ST3GAL4-AS1	103	10	5	15	13	113	37	51	34	31	66	229	83	177	73	82
ST3GAL5	115	7	5	1	4	98	1	4	2	2	9	275	2	21	8	1
ST3GAL5-AS1	0	1	0	5	2	0	5	3	4	1	4	11	2	0	5	0
ST3GAL6	462	50	26	19	41	236	17	19	18	6	15	693	16	82	42	6
ST3GAL6-AS1	0	0	0	3	1	0	0	0	0	0	0	2	1	0	0	0
ST5	9	12	6	123	2	18	7	5	17	23	85	35	27	18	23	71
ST6GAL1	246	386	324	236	278	377	64	49	122	107	261	390	124	413	143	248
ST6GAL2	57	3	3	6	1	16	4	10	11	6	11	22	7	8	15	13
ST6GALNAC1	49	106	70	222	176	184	255	339	572	101	470	294	377	2227	355	298
ST6GALNAC2	47	14	29	7	7	41	2	2	1	2	3	31	1	5	2	1
ST6GALNAC3	0	1	2	0	4	38	0	0	1	9	0	69	0	26	2	27
ST6GALNAC4	350	602	787	765	1061	1217	3783	6097	10342	2502	5838	5177	4567	7869	5802	5922
ST6GALNAC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC6	1230	490	552	1181	734	1046	1064	756	2356	1576	2359	3031	1343	2112	2227	2120
ST7	751	817	567	852	720	607	290	234	754	481	958	779	435	916	797	808
ST7-AS1	45	25	14	62	24	29	8	12	68	24	35	39	36	54	67	59
ST7-AS2	0	0	3	1	0	0	1	0	2	2	0	2	0	1	0	2
ST7-OT3	0	0	5	3	2	0	0	0	2	5	3	0	2	3	0	6
ST7-OT4	0	1	0	4	1	1	0	1	3	1	4	0	2	6	3	2
ST7L	188	78	81	121	101	131	47	31	151	22	124	274	72	188	127	103
ST8SIA1	18	9	13	14	9	10	11	20	11	10	5	27	3	10	12	11
ST8SIA2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0
ST8SIA4	183	64	48	98	70	147	41	44	46	35	50	548	24	73	55	24
ST8SIA5	3	1	1	4	1	3	0	0	0	0	0	7	0	3	1	0
ST8SIA6	90	240	152	111	159	124	24	16	52	25	76	95	93	92	63	64
ST8SIA6-AS1	106	104	44	28	60	51	25	11	36	7	12	88	42	37	30	25
STAB1	18822	172	210	269	510	6181	1004	808	167	152	489	11957	593	2344	998	288
STAB2	0	0	3	0	0	3	1	0	0	1	0	15	0	0	0	1
STAC	26	2	12	1	16	190	12	1	1	5	15	38	14	19	7	4
STAC2	1	4	2	9	2	5	8	13	9	12	8	20	10	5	10	10
STAC3	1024	153	108	203	128	466	59	68	101	25	51	618	99	118	80	59
STAG1	156	240	160	423	227	97	79	37	252	144	528	227	205	419	334	309
STAG2	447	1208	865	1845	1327	496	360	460	1557	1749	3132	1469	1090	2840	2090	2023
STAG3	0	25	31	87	40	43	10	18	81	10	52	2	49	147	27	42
STAG3L1	21	3	2	6	3	11	1	1	1	0	1	6	2	1	4	0
STAG3L2	16	30	25	34	18	30	8	8	13	1	19	67	14	56	15	12
STAG3L3	2	14	2	7	6	6	1	1	3	1	4	6	2	11	5	7
STAG3L4	63	152	119	159	106	100	37	17	161	66	132	146	100	184	131	108
STAG3L5P	0	7	6	7	6	6	16	9	15	10	10	21	6	20	15	10
STAG3L5P-PVRIG2P-PILRB	8	133	89	228	127	167	14	3	27	37	126	29	68	144	34	59
STAM	65	717	614	1053	690	548	225	107	626	1547	1942	812	603	1354	1375	1188
STAM-AS1	21	10	9	37	10	46	7	5	16	27	33	20	28	23	26	25
STAM2	51	206	140	300	214	170	40	37	151	270	463	213	146	319	275	259
STAMBP	345	398	355	711	449	409	152	124	603	237	589	555	394	657	542	492
STAMBPL1	0	31	16	20	26	40	0	0	0	0	2	45	2	6	1	0
STAP1	218	196	116	163	212	91	6	2	2	4	9	374	19	9	3	6
STAP2	71	19	23	32	21	33	47	28	69	22	16	60	27	56	43	31
STAR	124	58	68	46	72	114	22	28	54	35	50	150	26	25	45	42
STARD10	572	113	128	53	148	301	50	58	78	63	33	620	57	39	60	46
STARD13	2	33	30	8	19	70	0	0	4	1	6	27	3	12	2	0
STARD13-AS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD3	1969	1311	1015	1121	1025	1344	558	419	1112	460	639	2017	726	1042	848	667
STARD3NL	186	641	424	408	531	437	41	18	114	191	316	421	181	271	338	313
STARD4	221	597	517	505	680	558	72	37	346	121	547	699	231	243	453	315
STARD4-AS1	0	7	0	4	1	3	0	1	0	0	3	4	0	7	2	1
STARD5	5	21	24	74	46	75	34	47	295	61	200	172	170	297	203	320
STARD6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STARD7	2468	2922	1791	2464	2203	1796	1369	735	2470	581	934	5478	1664	2346	2203	1548
STARD7-AS1	262	65	36	66	71	74	36	23	40	12	14	252	30	71	30	24
STARD8	873	297	121	271	278	275	25	11	42	38	115	78	60	121	77	58
STARD9	262	41	20	66	29	69	7	10	34	10	27	60	30	69	32	18
STAT1	125	908	482	611	703	504	151	85	454	273	725	1227	406	1031	583	580
STAT2	2171	311	280	331	334	747	277	358	593	135	357	2551	269	608	412	323
STAT3	1139	2200	1168	1337	1838	2080	225	121	486	418	631	1660	469	882	704	635
STAT4	82	4	7	3	4	186	2	4	7	10	17	103	6	7	20	14
STAT5A	9265	2904	1596	2351	2825	2929	898	302	950	228	269	6352	757	1057	504	369
STAT5B	991	1892	1364	2177	1856	1716	409	271	1307	978	1564	1993	1108	2535	1513	1339
STAT6	5820	2024	1442	1739	1951	2561	361	168	1123	1897	1823	2493	749	1335	1145	1538
STATH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAU1	1368	1225	774	1692	1229	852	629	635	2151	1144	3022	2074	1239	2517	2125	1894
STAU2	84	270	150	226	193	116	29	16	73	30	99	288	70	182	93	75
STAU2-AS1	12	13	12	16	13	15	3	15	31	33	23	36	12	30	16	25
STBD1	42	11	7	7	11	23	1	2	3	0	1	43	2	3	0	0
STC1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1
STC2	0	5	1	2	3	152	0	2	0	0	0	0	0	4	0	1
STEAP1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
STEAP1B	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0
STEAP2	25	3	0	4	2	2	1	10	4	3	6	23	3	2	6	5
STEAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP3	1087	1488	1063	2425	1431	1334	1821	1268	6545	1402	6171	2783	4012	4938	4468	3989
STEAP3-AS1	3	0	4	3	3	3	11	6	40	7	15	8	23	22	17	20
STEAP4	20	3	4	8	11	64	2	2	4	4	4	31	1	11	8	0
STH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STIL	53	421	361	880	493	255	174	131	750	306	1519	521	481	1535	905	848
STIM1	402	722	551	694	689	931	145	132	616	226	835	1123	471	1027	523	630
STIM2	269	217	142	286	196	125	40	13	90	34	105	165	103	161	110	85
STIP1	2267	3534	2776	3715	3301	3983	1602	554	3154	1353	2719	4705	3739	3196	4699	3394
STK10	1271	741	523	730	801	1334	634	636	1955	437	1159	3536	762	1666	783	1067
STK11	6252	2799	3320	7478	3991	7087	9854	9449	17542	19035	15649	11463	10736	12765	12670	15595
STK11IP	1491	478	368	498	410	701	336	178	649	238	284	1259	332	539	409	361
STK16	446	490	499	508	592	694	548	463	1693	1099	1001	1683	1085	1361	1364	1281
STK17A	191	732	614	1341	842	778	547	202	1385	2341	2187	1368	957	1159	2115	2312
STK17B	143	681	416	612	687	711	95	83	359	2260	2480	575	451	1265	1036	1169
STK19	1	5	0	5	0	0	1	0	5	1	0	0	4	1	0	0
STK24	1225	2694	1805	2897	2542	1560	646	499	2561	1579	4684	2076	1933	4189	2981	3168
STK25	2103	1756	1648	1951	1787	2062	1533	840	3441	848	2194	3225	2497	5006	2399	2123
STK26	71	504	244	295	456	136	19	21	59	37	191	336	89	297	119	92
STK3	10	99	59	131	107	111	32	21	87	19	92	151	75	163	162	72
STK31	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1
STK32A	0	0	1	3	2	3	1	7	5	2	0	7	1	0	0	0
STK32B	72	152	173	29	93	198	20	8	18	14	5	77	5	68	23	12
STK32C	359	183	113	137	92	389	67	51	39	16	22	321	51	63	77	28
STK33	0	1	0	0	1	14	1	0	3	0	1	9	0	4	1	2
STK35	312	503	314	608	390	420	129	94	382	334	594	385	336	605	413	488
STK36	427	202	139	346	219	131	47	27	120	53	111	211	109	260	145	118
STK38	2061	361	316	584	454	685	277	218	709	386	516	2390	435	770	615	616
STK38L	20	208	141	204	182	123	16	8	72	170	223	336	83	176	152	139
STK39	238	222	129	123	95	117	10	8	2	0	5	124	7	37	13	6
STK4	466	539	295	498	433	447	118	113	334	181	511	927	251	634	360	346
STK4-AS1	0	8	2	3	4	3	2	0	3	0	4	2	1	1	3	0
STK40	1012	1318	873	983	1160	2184	816	729	1257	2020	2110	2740	1094	2588	1317	1711
STKLD1	33	8	4	2	8	10	3	1	3	3	1	43	3	7	1	5
STMN1	4308	9416	6271	13112	8323	6909	3816	2614	10363	1898	5422	21412	6773	20124	9173	6256
STMN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN3	266	315	81	179	132	147	3	2	9	4	5	298	7	24	13	10
STMN4	0	0	0	9	4	3	2	4	14	2	15	1	16	4	20	26
STMND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STOM	2811	2499	2801	6064	4093	5573	3471	2922	10109	15644	21590	9963	6890	13575	14489	16273
STOML1	366	215	201	316	277	295	230	163	449	61	173	448	274	689	301	249
STOML2	2153	2892	2519	2918	3101	2868	3108	2392	6154	2007	2357	7772	2929	4988	4663	3424
STOML3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STON1	21	22	23	13	39	305	5	3	16	8	8	51	9	18	12	10
STON1-GTF2A1L	0	2	1	5	2	1	0	0	1	0	2	1	0	3	0	0
STON2	287	773	465	677	503	546	31	19	52	35	28	301	40	62	45	36
STOX1	0	8	7	10	7	2	0	0	1	1	4	4	2	8	2	2
STOX2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	1	1
STPG1	0	59	54	58	78	82	11	19	59	11	87	74	40	118	40	54
STPG2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
STPG2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRA13	2139	804	652	1355	776	1271	1965	1178	3238	578	906	3808	1916	2239	2856	1783
STRA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STRA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STRADA	2540	658	428	932	584	833	213	124	548	162	407	1077	401	829	522	479
STRADB	77	418	591	975	727	536	390	274	1509	3145	5443	994	1199	3593	2571	2728
STRAP	547	2548	1700	3120	2212	1293	720	276	1812	1162	1987	2329	1648	2163	2616	2108
STRBP	360	990	717	824	846	354	266	213	759	233	676	826	701	1843	888	723
STRC	0	0	0	2	0	3	0	1	1	1	1	7	0	5	0	3
STRIP1	333	364	240	410	345	508	98	60	390	493	614	648	322	632	422	480
STRIP2	1611	1820	915	2008	1633	967	340	178	719	943	1628	566	613	1415	1235	1605
STRN	112	514	379	450	609	400	157	94	420	233	733	447	414	1621	621	545
STRN3	121	300	240	545	389	136	221	125	625	912	1952	387	629	1400	1329	1059
STRN4	1781	1361	1003	1637	1254	1615	385	223	1267	723	1548	1451	1241	2358	1241	1482
STS	216	47	31	22	46	47	12	9	26	10	14	69	12	15	11	11
STT3A	1047	2087	1418	1491	1843	1769	455	315	1028	383	966	2255	797	1613	1163	953
STT3B	717	1831	1224	1707	1641	803	666	494	1536	498	1395	3543	1206	2544	1720	1224
STUB1	139	794	569	582	770	937	419	220	909	358	468	1264	1012	1050	852	710
STX10	1694	802	761	825	912	2070	591	515	1037	488	541	7169	761	1280	1083	735
STX11	0	208	111	82	136	261	32	32	67	110	260	287	117	358	218	269
STX12	151	211	153	255	175	262	90	48	199	284	173	546	155	290	306	229
STX16	413	762	698	1313	899	1177	153	138	771	575	1391	999	801	1863	1163	1002
STX16-NPEPL1	15	2	1	4	3	4	0	0	0	0	0	6	0	1	0	0
STX17	110	402	299	378	456	265	92	55	289	268	621	394	319	691	386	503
STX17-AS1	0	4	2	6	6	3	1	0	1	0	2	15	2	3	6	0
STX18	493	416	491	815	461	686	251	142	574	1535	945	941	435	825	953	997
STX18-AS1	0	5	6	7	3	8	0	1	1	5	5	14	3	4	2	3
STX18-IT1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
STX19	0	0	0	1	1	0	0	0	3	1	5	2	3	2	0	3
STX1A	226	29	15	21	12	47	5	1	4	2	4	83	6	16	6	9
STX1B	30	22	21	16	48	53	7	6	22	7	15	22	13	57	10	19
STX2	409	451	412	990	553	340	248	173	892	378	1326	412	755	2188	869	826
STX3	855	365	197	142	218	759	28	23	18	35	19	961	28	68	34	12
STX4	1303	721	596	802	808	1720	511	236	865	965	648	2690	674	1305	915	799
STX5	1730	639	588	506	725	1678	696	915	1565	1673	1452	3063	991	2098	1381	1409
STX6	202	308	258	367	321	410	257	208	587	439	722	1062	380	838	705	623
STX7	239	393	360	494	508	509	212	190	480	356	1029	1119	632	1574	1050	920
STX8	1213	625	427	644	494	945	603	585	1562	264	465	1984	821	1117	811	567
STXBP1	74	131	88	160	125	267	21	12	60	39	130	106	36	145	27	88
STXBP2	5165	2643	2121	2212	2756	5718	3504	3409	5900	6516	4606	12194	4009	4864	4868	5238
STXBP3	56	610	387	701	514	238	46	31	151	924	885	324	244	490	632	524
STXBP4	0	43	37	60	49	24	12	6	25	14	28	32	19	37	37	26
STXBP5	721	1160	404	477	601	518	28	14	25	52	51	719	50	162	91	57
STXBP5-AS1	18	10	2	3	14	48	0	0	1	2	7	86	4	7	4	7
STXBP5L	0	0	0	0	0	1	0	1	1	0	6	0	1	2	0	1
STXBP6	80	72	33	2	18	26	3	0	10	1	0	4	5	5	1	4
STYK1	0	4	6	33	20	14	10	17	18	130	117	32	7	21	33	63
STYX	369	392	360	383	343	160	193	159	409	120	230	632	229	493	359	261
STYXL1	3298	499	460	688	670	650	578	722	1577	444	453	3058	1253	1069	1150	769
SUB1	2440	3449	2264	3914	3001	1970	966	483	2707	1096	1631	4626	1898	3297	3255	2109
SUCLA2	0	412	257	312	361	118	46	33	148	75	167	171	202	355	337	195
SUCLG1	937	1448	1118	1755	1480	1381	640	404	1845	562	1007	2879	1393	2447	1811	1347
SUCLG2	39	693	454	545	678	216	178	79	286	70	215	523	255	534	329	168
SUCLG2-AS1	6	3	3	6	3	7	4	5	12	8	11	17	5	5	11	10
SUCNR1	20	1	0	1	0	9	0	0	0	0	2	16	0	0	1	0
SUCO	1086	756	862	1073	867	375	410	455	1383	1130	2426	1387	699	1828	1790	2161
SUDS3	421	402	309	605	454	457	204	152	603	451	871	651	396	919	756	758
SUFU	266	137	111	134	135	200	29	17	59	25	102	271	74	107	73	40
SUGCT	0	3	2	4	3	10	0	0	2	0	0	11	0	2	0	1
SUGP1	1665	611	494	942	626	1030	754	502	1307	604	699	2705	802	1461	883	899
SUGP2	3427	1006	536	1126	828	1221	749	605	2136	461	1257	3215	1120	2507	1384	1319
SUGT1	1371	798	565	1147	813	681	717	414	1704	609	947	2039	1161	1449	1971	1307
SUGT1P1	13	14	19	20	21	12	15	2	30	12	18	44	25	75	28	20
SUGT1P3	0	1	0	3	4	5	0	1	11	3	5	14	6	19	7	5
SULF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULF2	7	5	20	0	31	234	3	11	7	1	9	182	10	33	6	4
SULT1A1	522	102	154	158	163	399	48	37	23	2	31	356	23	149	12	18
SULT1A2	37	5	0	2	3	18	3	1	0	2	1	45	1	3	2	0
SULT1A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT1A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT1B1	3	0	5	1	2	8	0	0	0	0	0	44	0	0	1	1
SULT1C2	1	8	1	5	2	17	9	7	1	3	7	10	5	8	7	6
SULT1C2P1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	2	2
SULT1C3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT1C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT1E1	3	1	0	0	1	1	0	1	0	0	6	3	1	3	0	0
SULT2A1	37	6	9	13	10	16	6	22	18	12	12	40	8	18	16	22
SULT2B1	16	7	13	8	8	2	0	4	1	0	1	8	0	1	3	0
SULT4A1	0	0	0	0	3	4	0	1	0	0	0	2	0	0	0	0
SULT6B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMF1	433	403	278	282	388	381	125	107	252	100	184	831	192	363	274	129
SUMF2	242	1919	1363	853	1442	1567	199	108	487	184	437	1228	458	2467	504	454
SUMO1	1099	1222	882	1989	1183	871	414	243	1339	730	1161	2132	964	1909	1563	1318
SUMO1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO1P3	0	0	1	2	2	0	0	0	2	0	1	4	2	1	2	2
SUMO2	177	1284	965	1475	1250	814	637	428	1948	606	1665	2473	1248	3072	2267	1466
SUMO3	1590	2830	2080	2436	2748	2217	1411	1043	4542	1261	3658	5057	2732	5475	4188	3283
SUMO4	0	1	1	1	0	8	1	0	1	2	0	0	0	0	0	0
SUN1	156	743	485	1067	687	372	165	129	585	247	699	475	502	1233	769	602
SUN2	2068	1409	952	1719	1322	2541	1175	1095	2821	1687	4178	5432	1953	4622	2193	2503
SUN3	17	1	1	15	3	8	7	2	4	8	2	12	4	4	5	9
SUN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUOX	195	302	258	433	316	378	54	17	113	117	127	384	133	261	132	146
SUPT16H	6501	3199	2118	3534	2649	2004	1733	981	3615	812	2282	4191	2316	3669	2946	2475
SUPT20H	210	561	516	884	688	469	72	55	278	130	541	380	313	781	434	407
SUPT20HL1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SUPT20HL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT3H	138	142	118	111	116	105	16	1	25	1	17	95	26	56	12	17
SUPT4H1	355	1376	1422	2191	1584	1607	544	377	1681	2076	2110	3223	1467	2405	2156	2113
SUPT5H	3802	2080	1863	2337	2302	2874	2561	1345	4218	2141	2179	5889	2696	3054	2776	2799
SUPT6H	7287	2051	1574	3174	1973	2599	2462	1726	3738	2241	2788	4448	2614	3707	2448	2902
SUPT7L	1706	855	584	1356	808	1096	400	368	1278	877	1143	1400	824	1924	1190	1095
SUPV3L1	2512	509	413	730	543	538	426	207	710	215	326	1099	438	716	553	493
SURF1	1074	383	498	630	800	1037	745	795	2136	521	746	4061	1232	1627	1593	929
SURF2	2303	221	243	480	284	284	694	465	939	186	176	1330	463	482	532	306
SURF4	2613	4204	2488	2909	3108	4065	852	635	2253	1363	2192	5648	1983	3176	2585	2227
SURF6	2245	932	627	1083	771	1064	668	167	825	184	228	1530	498	791	496	421
SUSD1	189	682	274	280	355	729	72	41	217	65	145	769	196	453	250	268
SUSD2	69	12	9	60	11	5	8	5	16	3	13	55	5	8	9	8
SUSD3	39	91	38	36	47	132	3	4	2	1	8	171	3	12	19	4
SUSD4	0	27	2	15	38	1	1	0	3	0	0	1	0	1	1	1
SUSD5	1	8	1	6	6	5	3	7	5	1	0	8	2	3	5	4
SUSD6	37	462	298	517	384	428	38	11	192	204	670	388	255	460	373	339
SUV39H1	1481	458	326	981	529	602	1102	961	2473	543	1236	2099	1157	1914	1565	1372
SUV39H2	67	313	203	324	236	148	84	58	222	64	212	273	199	396	326	240
SUV420H1	472	544	359	572	493	533	294	199	856	1139	1210	1019	567	1384	1056	1076
SUV420H2	445	298	292	659	436	642	370	330	1547	329	1027	811	1193	1842	1054	936
SUZ12	226	958	672	1177	921	370	347	202	1370	613	1773	1119	931	2319	1996	1365
SUZ12P1	1221	82	51	198	86	192	60	32	191	46	82	398	125	351	170	83
SV2A	64	16	25	46	21	242	6	10	6	7	5	93	7	4	7	3
SV2B	56	9	8	16	8	32	12	25	20	11	16	31	13	17	17	20
SV2C	63	12	5	6	7	11	6	17	25	12	7	36	4	13	16	6
SVBP	49	277	293	581	411	491	233	213	853	775	977	997	547	1144	956	1001
SVEP1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SVIL	13	11	12	12	21	87	2	5	8	4	8	165	13	20	18	12
SVIL-AS1	509	242	175	170	157	178	167	160	273	28	119	769	176	419	273	192
SVILP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SVIP	476	925	562	2240	881	540	422	351	1206	2030	1894	1231	1087	2044	2086	2216
SVOP	41	14	9	32	20	15	25	60	52	14	23	78	15	23	18	27
SVOPL	6	29	6	2	3	20	0	0	0	0	0	35	0	5	0	0
SWAP70	160	375	250	308	297	625	56	39	105	80	112	823	96	187	140	89
SWI5	434	193	209	241	247	396	485	402	952	182	203	1331	436	548	589	344
SWSAP1	125	90	45	77	61	131	40	37	57	20	34	388	45	67	48	37
SWT1	10	74	82	150	103	165	47	33	185	340	605	125	93	198	290	346
