"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17"
"POLR2J",9.42976866975437,8.96168111260265,9.29066237773098,9.22992746051307,9.08412170107765,9.14559446943071,9.24948679310407,9.5102987719901,9.30004777387523,9.20640768109593,9.16741388312483,9.00776675633366,9.14364065728801,9.17871171260973,9.51935353420227,9.79063063429837,9.52555318349004
"DHX33",8.09122609018891,8.29776042168949,8.02257005102408,8.21790890104847,8.28414631727372,8.4687811085374,8.03445018318926,7.96702780029131,8.36455208932606,8.22233207298967,8.3105060669016,8.44215204935902,8.35371618834092,8.3101101046414,8.00534281005942,7.93787545913865,8.38523905576105
"MEOX1",6.00014250697664,5.77649546621135,5.94284051925203,5.92024188282617,6.4379459794883,6.06826027647749,5.72304357924975,6.29844325762244,5.64196437223957,5.88027979894047,5.44420597866056,5.94307971448514,6.0219612590002,5.03921120061954,5.24095729499085,5.6037004348251,5.73947908295786
"THSD7A",5.07884367658661,4.91567210428578,4.66457542963969,4.97204386252853,4.50575717068288,4.91763272861592,5.06623488467977,4.41111773367661,4.70353825853414,4.36262442046824,5.29904141690282,4.30480017357658,4.59459082526043,4.48212682108774,5.3660233290241,3.96838625440929,4.62884746062829
"LIG3",8.87006048762875,9.02606392876702,8.99503008927254,8.8972529115543,8.93977326681198,9.07357143504632,8.93919817078359,8.55777717747181,9.11418707694942,8.80072904580606,9.17338062334061,9.09162283100754,9.14618740807307,8.97937793469406,8.82543941561569,8.7713234845793,8.9892407769661
"RPAP3",9.32130497985605,9.18849289111185,9.10046117006802,9.15645592639776,9.32816453554411,9.63982116774302,9.41448692345374,9.00476119244806,9.37419638715938,9.36416251656476,9.19113398059626,9.34609091173753,9.44396588973378,9.40913670008711,9.36362422790786,9.51732122499963,9.32228109632258
"ACSM3",7.82959953711007,7.00218527158331,6.88789837103356,7.11972921455113,7.56445450443613,7.54034735679697,7.30512028888651,6.64638791960109,7.37066976139963,7.4179774055051,8.04297755623479,7.4390867154103,7.62808493090075,7.3945721094714,7.3450263016844,6.56304172272824,7.53303925179194
"REXO5",5.70543410007197,5.55724457807671,5.60166064272888,5.36177644808346,6.14323142817716,5.56034284096087,5.64965838038838,5.44303846005742,5.72753599357421,5.71470349636091,5.92126570590008,5.80738862036119,5.7759552323975,5.33149649273052,5.84153538941669,5.6037004348251,6.04402269520771
"CIAPIN1",9.4945480331273,9.50741499629069,9.45713329632039,9.57156536313336,9.26255207854868,9.35306559390296,9.42949601490442,9.38118058271687,9.13210993105458,9.53636976571267,9.15841717643405,9.34609091173753,9.48074235427325,9.14841042346532,9.40416231091714,9.37064628828701,9.48914067727063
"SPPL2B",9.52587764363327,10.0016577520557,9.64839648778502,9.85302437632145,9.84846513679896,9.91326129264058,9.65267751380067,9.7407953457912,9.74866683287604,10.1699120816973,9.78906300142845,9.86584937719724,9.68713660638916,9.95845553555245,9.66759038826561,9.6681763160163,9.65967254571319
"ATOSB",10.1705558563384,10.6924269963113,10.6999136347554,10.6099505256786,9.99391264593525,9.85887502935797,10.7771873794417,11.3210496197804,10.9271873181957,10.8847135050268,11.1383385948247,9.87638962900678,9.79651232379222,10.5584645904208,10.9276843523649,10.8541031830501,10.9518151905758
