"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"SLC22A16",4.72024966789371,4.89375192626155,4.3648978971691,5.80724252558841,4.72473605564327,5.47949899383479,6.4263895344315,5.26186202889937,4.43046193062113,5.2939356828256,5.22252322445973,5.04737963692336,4.52318339487619,5.23975196663918,5.41756695565477,5.43405622399514,4.81493798012053,5.52723140900306,5.50206661075046,5.19413366987544,4.87877578252451,5.68136749718888,4.73439296109777
"ZMYND10",5.30276296872753,5.06115071973338,3.90579425349122,3.97086900820806,4.5544946096629,4.35904504868693,4.12356345776532,4.20510906861403,4.22050496119959,5.16616249874365,4.6862714689176,4.78833929826474,4.42300900963826,3.93711041955844,3.96297629426236,4.32121412362074,4.52154331998356,4.40538084895804,3.07231208120853,4.3282418857732,4.54464459416248,4.22942370435582,3.97434547756537
"ABCB5",4.14712336267514,3.07231208120853,4.30239479419861,4.46180095237467,3.59535135509184,3.94546313496744,4.34666533344127,3.50987398771861,3.83506170882693,3.07231208120853,3.89372814657782,3.07231208120853,4.77914175569031,3.57654216378982,4.84275835528374,3.61836500337965,3.60350356477101,4.49082968299464,3.74793911666943,4.05694130369726,3.77681335949571,4.30490766761313,3.59870109471174
"ARX",3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.59870109471174
"SLC25A13",5.47785240504688,5.83784040331029,5.84405213238496,5.61700761584665,5.95134873892565,6.03938985082131,5.65601350555076,6.00130516692042,5.61677127383653,5.76749344136976,5.92947890591795,5.79870036287424,5.5554086536095,6.10285274688438,6.21583937552932,5.71895997479259,5.7107959402433,6.19196234910208,6.09571591821854,5.74171012631456,5.88934774630879,5.85793952491152,5.69167327397816
"ST7",5.89800911178055,6.1502314487335,6.60935511629706,6.46714594057721,5.29411824075591,6.09152574744224,6.92184499729819,5.63531373132866,6.23342193625376,6.22551935311479,5.95182964306648,6.37198137914986,6.44885458331292,6.43607826323028,6.23736011500748,6.13087907027401,6.35208514370517,6.74886490256198,6.28373226487387,6.73374108686394,6.19259806956342,6.12135006171891,6.15602504167412
"CDC27",8.95345395928828,8.51765736902225,8.64316076773542,9.48708937325717,8.44070755437764,9.192875953903,10.1508668695307,8.77375324816402,9.04122797273523,8.57317076347611,8.71911649734067,9.04932860149153,9.10794712274929,8.59303596297196,9.50150924370097,8.35293083277865,8.95541522376589,9.01277291359362,9.01760287261754,8.95576865922678,8.7061525184149,8.52046183653398,9.38560815406916
"SLC4A1",16.1807191472518,14.8714555886825,14.8934554870348,16.5510767149324,13.4815883642332,15.5854349869241,17.312500681718,15.7076591075492,15.8084900858907,15.1148672980565,15.2197933226834,15.7250787368837,16.1823533366557,15.3628868873108,16.3001340116217,14.8875599606351,15.0414011777704,16.2950017872598,15.7912380683482,15.3003629048839,14.9255248706995,15.1559956508272,15.7602479074117
"CALCR",3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.5001451035567,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853
"HCCS",7.06193804783656,6.86318886685596,7.14114102761722,7.12214981644779,6.68571589660356,6.95701908300523,7.45205420328614,7.07476740064499,7.15238044958216,6.72291641304126,6.95531867433626,7.18023225077171,7.05043690917472,7.23121240762506,7.44411761839233,6.92744498610324,7.30579972598081,7.31752833781065,6.98988979948077,6.84928823734723,7.11252850852569,7.16507508800355,7.28199790224167
"DVL2",6.89341220744378,7.03257586462962,7.16317468312196,7.10452951808359,7.09822994255153,6.90993806832447,6.7750493395348,7.12416477047914,6.94169463618943,7.07954374384593,6.90538344679643,7.04014207575785,6.96107640225113,7.07280205406832,6.83754778520257,7.05915194586423,6.864749061191,7.15932583026831,7.24430259733167,7.16924151551377,7.19569996063297,7.02704769211431,7.30289772558451
"PRSS22",4.14712336267514,3.07231208120853,3.07231208120853,3.07231208120853,3.74514278760287,3.69435973430955,3.82369291492363,3.07231208120853,3.51608108750516,3.94305222578978,3.89372814657782,3.07231208120853,3.87070476123632,3.57654216378982,3.07231208120853,3.07231208120853,3.07231208120853,3.59147575041334,3.07231208120853,3.64805733126233,3.07231208120853,3.07231208120853,3.59870109471174
"UPF1",8.48709488870355,9.69742674850996,9.05697106178197,9.24012904836779,9.31270765562981,10.0936635651928,9.42792628738737,9.21728828001018,9.52245263985039,9.1901007249446,9.33651653202231,9.53549928844449,9.09754397465655,9.64644364487787,9.46594421109326,9.60637808090471,9.35412756577521,9.45894929823037,9.52036381963835,9.4262268283763,9.65300667688156,9.12847866264243,9.01438883256279
"SKAP2",7.69438724765667,10.493574737958,8.59279646997945,8.94195638693549,8.82319475426707,10.0597167507518,9.11223001270106,8.8093040090496,9.22266400323802,8.75648674265144,9.69209662226538,8.89575456374973,8.38810259356729,9.96835155578546,9.52761907368392,9.3834716641883,9.88957887925816,9.35846028947966,8.89767379939516,8.48391716777021,9.34941102493529,8.65499600213824,8.48606702433046
