HDAC2,KLF4,repressor
HDAC2,SP1,repressor
HDAC2,TGFBR2,repressor
HDAC2,TNFSF10,repressor
HDAC3,ALOX5,activator
HDAC3,CDH1,repressor
HDAC3,CXCR4,repressor
HDAC3,GATA2,repressor
HDAC3,JUN,repressor
HDAC3,MYC,repressor
HDAC4,CDKN1A,repressor
HDAC4,JUN,activator
HDAC4,JUN,repressor
HDAC4,MEF2A,repressor
HDAC4,PTGS2,activator
HDAC4,RUNX2,repressor
HDAC4,TGIF1,activator
HDAC4,TGIF2,activator
HDAC4,VEGFA,repressor
HDAC5,MEF2A,repressor
HDAC5,SLC2A1,activator
HDAC5,SLC2A4,repressor
HDAC5,YY1,activator
HDAC7,ACTN4,repressor
HDAC7,CDKN1A,activator
HDAC7,HDC,repressor
HDAC7,HIF1A,activator
HDAC7,HIF1A,repressor
HDAC7,MEF2A,repressor
HDAC7,MEF2C,repressor
HDAC7,MEF2D,repressor
HDAC9,CFLAR,activator
HDAC9,CFLAR,repressor
HDAC9,CITED2,repressor
HDAC9,HSPA5,repressor
HDAC9,MEF2A,repressor
HDAC9,NFKB1,repressor
HDAC9,RELA,repressor
HDAC9,STAT6,repressor
HDAC9,TNFRSF10B,repressor
HDAC9,TP53,repressor
HDGF,CDH1,repressor
HDGF,FAS,activator
HDGF,VEGFA,activator
HDGF,VEGFB,activator
HDGF,VIM,activator
HIC1,E2F1,repressor
HIC1,MYC,repressor
HIC1,SIRT1,repressor
HIC1,STAT3,activator
HIC1,VEGFA,repressor
HIF1A,ALAS2,activator
HIF1A,ALDOA,activator
HIF1A,APEX1,repressor
HIF1A,BAX,activator
HIF1A,BID,repressor
HIF1A,BNIP3,activator
HIF1A,CCR7,activator
HIF1A,CDH1,repressor
HIF1A,CXCR4,activator
HIF1A,E2F3,activator
HIF1A,ENO1,activator
HIF1A,HIF1A,repressor
HIF1A,ITGB2,activator
HIF1A,LDHA,activator
HIF1A,MICA,activator
HIF1A,NR4A1,activator
HIF1A,PGK1,activator
HIF1A,RORA,activator
HIF1A,SDHB,repressor
HIF1A,SETD2,activator
HIF1A,SLC29A1,repressor
HIF1A,SLC2A1,activator
HIF1A,SOCS1,activator
HIF1A,TIMP2,activator
HIF1A,VEGFA,activator
HIF1A,VEGFA,repressor
HIF1A,VIM,activator
HIF1A,XPC,activator
HIF1A,ZNF217,activator
HINFP,MBD2,repressor
HIPK2,CDKN1A,activator
HIPK2,HIF1A,repressor
HIPK2,MEF2C,repressor
HIPK2,VEGFA,repressor
HIPK2,VIM,repressor
HIRA,PLB1,repressor
HMGA1,BRCA1,repressor
HMGA1,CD44,activator
HMGA1,CDH1,repressor
HMGA1,INSR,activator
HMGA1,INSR,repressor
HMGA1,PTGS2,activator
HMGA1,SLC2A3,activator
HMGB2,GFI1B,activator
HMGB2,TNF,activator
HOPX,FOS,repressor
HSF1,ATG7,activator
HSF1,BAG3,repressor
HSF1,CDKN1A,repressor
HSF1,HSPA4,activator
HSF1,IL1B,repressor
HSF1,LDHA,activator
HSF1,MICA,activator
HSF1,MICB,activator
HSF1,NAT1,activator
HSF1,POLK,activator
HTATIP2,VEGFA,repressor
ID1,ZNF148,repressor
IFI16,ICAM1,repressor
IFI16,MYC,repressor
