"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"ABCB5",3.80508338438893,3.20179343847135,4.3986045019002,4.1467933476902,3.92330043778467,3.20179343847135,3.20179343847135,4.78031348155087,3.20179343847135,3.58279517626659,4.68061197933333,3.77873357797533,4.29945105694176,3.59178359276844,3.83953384944846,3.20179343847135,4.36179042281011,4.15652940930757,4.3003352774278,3.70795398788041,3.74845393730579,3.96063317628585,4.16758390103545
"SLC25A13",6.06455895561239,6.023456263056,5.62546897609655,5.35320339586202,5.88915921954699,6.10269147449683,5.85744213755861,6.03890771595778,5.90567455491223,6.01926082301374,5.70322048107863,5.99545125514279,5.73150515241667,5.84592355051814,6.36186707429111,6.18661526774985,6.1567343318205,6.29670254420975,5.37691583635717,6.17296291676732,6.08661558806788,5.84044219999892,5.56775365553793
"ST7",6.21727654629846,5.89296330552886,6.71066160832709,6.80395049858002,5.85953816189692,6.01365664784364,6.6732653864811,6.16871544360729,5.90567455491223,6.00453107114056,6.03596070756684,5.86302967630031,6.70330087347876,5.86322684096816,6.36186707429111,6.25245582730834,6.60809057276689,6.55631853037812,6.74381181394858,6.57473114478933,6.30062419610464,6.59955393557734,6.52274225712529
"CDC27",8.63867715763496,8.41786628572249,8.8786935279414,10.0009731725462,9.25354503416972,8.58486028857165,10.1092890607815,8.79366155710109,9.79638798018945,8.57335674534181,8.92597653330751,8.7607114530695,9.35298883546072,8.69557210410673,9.56157156735845,8.5745629545224,9.04481823689261,9.09318375480371,9.28911645971194,9.46812238254304,8.69091716037947,8.94531984873088,9.43442250517036
"SLC4A1",15.3856876521887,14.7740235456488,15.0690622394898,17.5093529767175,15.7672476396559,13.7321472165338,16.9040729306874,15.6588723223426,15.3807839430944,14.2501868982786,15.5129212083276,14.6917640306555,16.3980292588004,14.7641806433664,16.2641789045185,15.0253019805235,15.4853070327547,16.3966018047165,15.9329348634675,15.5343352667023,14.7452782471717,15.2824774994385,15.7311679723214
"CALCR",3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135,3.98772782137993,3.20179343847135,3.20179343847135,3.20179343847135,3.20179343847135
"HCCS",7.29117683289871,7.14974994727826,7.15645352624279,8.17047752386739,7.41474726689253,7.06471592341275,8.01940634453948,7.51805771536995,7.03356534800137,6.92627927178795,7.15207033417086,6.96104485345028,7.1794029566714,6.89674882586117,7.34203338792115,7.02556106996725,7.41684530353481,7.29604207363716,6.83566898402697,7.4198301089112,7.23069805370846,7.43378420692551,7.46164250247552
"DVL2",7.36470479289535,7.14170769395652,7.3172589511415,7.50440934596298,7.72688244030543,7.43850014318882,6.63843925785494,7.60190665940913,7.47612751189831,7.44924960424196,7.11397589769622,7.32221341397732,7.57888524959092,7.39873666247058,7.36627992609675,7.42606883688145,7.16318212268827,7.18952967965114,7.26297007516525,7.25613758569342,7.38339238325007,7.38951461759022,7.74734260025215
"PRSS22",3.93804930307251,3.92457539329911,3.20179343847135,3.20179343847135,4.21205672272331,3.65032755430537,3.20179343847135,3.20179343847135,3.20179343847135,4.25876525736843,3.20179343847135,3.20179343847135,3.76045889046872,3.7516691570467,3.20179343847135,3.20179343847135,3.62156910771811,3.75964233691547,3.20179343847135,4.06983931097825,4.05866921525268,3.20179343847135,4.06874006608855
"UPF1",9.44417072140017,9.93495471469619,9.38843238187561,8.26952188905681,9.58904466865168,9.27368338288388,9.40359726637236,9.7374328874096,9.71156118177462,9.43220683170992,9.60656741887708,9.25914390795341,9.42513993091728,9.47501699646286,9.70431448441812,9.7192079495726,9.44958530615158,9.75920418295031,9.64990815155384,9.5049468394024,9.52400158444468,9.28814687972518,9.2998078038142
